song_id,album_id,track_number,release_date,release_date_precision,song_name,popularity_song,explicit,song_type,artist_id,name,followers,popularity_artist,artist_type,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,main_genre
66YI4JFp7BcMcepibGprsN,0viEs6bCf3nP560AFtCDcn,7,31.01.66,day,The Shadow of Your Smile (Love Theme from The Sandpiper),36,FALSE,Solo,2lolQgalUvZDfp5vvVtTYV,Tony Bennett,445801,67,singer,217893,7,1,4,0.941,0.306,0.098,0.0508,0.0974,-17.247,0.032,0.0966,110.333,adult standards
3cFPZOvrPdyjmZSoXh09Db,1WT9HorENIY0JeMlb3OqhX,5,20.04.64,day,It`s A Sin To Tell A Lie - 2011 Remaster,5,FALSE,Solo,2lolQgalUvZDfp5vvVtTYV,Tony Bennett,445801,67,singer,138080,0,1,4,0.794,0.614,0.271,0.00000145,0.0772,-11.586,0.0342,0.524,62.914,adult standards
4RpzG7AtTknnq1yGNSmo3w,0skMcCTcMdDpdp8eaBsT9W,1,1964,year,The Little Boy - 2011 Remaster,1,FALSE,Solo,2lolQgalUvZDfp5vvVtTYV,Tony Bennett,445801,67,singer,144400,5,1,4,0.783,0.231,0.315,0.000652,0.487,-10.56,0.0369,0.111,82.815,adult standards
0sgnJ5LFjEy2IuQ99NEZ1C,2zJVeRorn9q3XBeH7twIjc,1,23.08.11,day,Hell on Heels,56,FALSE,Solo,2wSgVsgLUZeDJwoLcPO7ny,Pistol Annies,372545,56,band,194387,6,1,4,0.177,0.655,0.547,0.0000378,0.118,-5.829,0.0406,0.383,132.226,contemporary country
5u0YB9bpmgEPS2bPhwfRFV,3XNK8vPk3O1rjhDZyOMJ6n,2,10.05.11,day,arms,62,FALSE,Solo,7H55rcKCfwqkyDFH9wpKM6,Christina Perri,2088272,76,singer,261213,4,1,4,0.11,0.463,0.755,0.00000489,0.103,-7.244,0.0634,0.252,145.319,dance pop
0HZhYMZOcUzZKSFwPOti6m,3XNK8vPk3O1rjhDZyOMJ6n,5,10.05.11,day,Jar of Hearts,71,FALSE,Solo,7H55rcKCfwqkyDFH9wpKM6,Christina Perri,2088272,76,singer,246587,3,1,4,0.726,0.349,0.348,0,0.12,-6.142,0.0316,0.0886,74.541,dance pop
35aYLuIWeFd7iM7rY3x5GB,23Zi1sfUFkw4L4TC1vrLdy,2,11.10.11,day,Under and Over It,55,TRUE,Solo,5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,3400978,80,band,218133,11,0,4,0.0000141,0.468,0.996,0,0.26,-3.027,0.179,0.094,75.978,alternative metal
0UQDSP8cz6WmLJckO5jqUQ,6CkiHbEFRtD75ghxLBOn3N,7,18.03.11,day,I Smile,55,FALSE,Solo,4akybxRTGHJZ1DXjLhJ1qu,Kirk Franklin,591612,67,singer,307973,1,1,4,0.223,0.745,0.753,0,0.705,-2.408,0.164,0.589,144.057,gospel
7lXbmBVZsyhxsxBzodG1w3,6j1ewaeiw48zvPdaC3RK7m,2,01.10.05,day,Looking for You,45,FALSE,Solo,4akybxRTGHJZ1DXjLhJ1qu,Kirk Franklin,591612,67,singer,246560,1,1,4,0.0138,0.81,0.72,0,0.221,-4.793,0.0503,0.805,121.984,gospel
4IyemaA2yUElYlOiCV1vGC,2AipEP8KHGkhpQkhqBYTfH,3,22.10.98,day,Lean On Me,43,FALSE,Collaboration,4akybxRTGHJZ1DXjLhJ1qu,Kirk Franklin,591612,67,singer,309067,5,1,4,0.269,0.517,0.464,0,0.0827,-8.021,0.0275,0.162,106.395,gospel
4LGPSTZwLtFrM1J1TJG9YB,4yHU4kYhKLLF5waNCPhCju,4,01.01.11,day,Hustle Hard,28,TRUE,Solo,31HjiqargV4NAw4GZqUale,Ace Hood,1052956,65,rapper,198173,1,1,4,0.00155,0.795,0.775,0.0000178,0.466,-3.915,0.0792,0.0751,140.061,dirty south rap
53zJNZS5D9gcQW2Ru0Aypy,026UHaCSPyAdsz12UNzYFN,7,01.01.08,day,Ride,36,TRUE,Collaboration,31HjiqargV4NAw4GZqUale,Ace Hood,1052956,65,rapper,264600,0,0,4,0.0746,0.596,0.79,0,0.249,-5.483,0.251,0.582,150.055,dirty south rap
5KVbaJP4IOZmZZlj5v4jp2,3l9KeT7TXfQKg8RhzoC6DI,5,25.02.11,day,Far Away,43,FALSE,Solo,46VWDbmWmzvPBTmkSr25gM,Marsha Ambrosius,293123,57,singer,436880,9,1,4,0.221,0.433,0.668,0,0.126,-6.544,0.211,0.351,70.478,alternative r&b
0ocQiHwHrvLUcon6p3lJNa,3l9KeT7TXfQKg8RhzoC6DI,4,25.02.11,day,Hope She Cheats On You (With A Basketball Player),35,FALSE,Solo,46VWDbmWmzvPBTmkSr25gM,Marsha Ambrosius,293123,57,singer,243653,6,0,4,0.0596,0.501,0.666,0,0.123,-7.312,0.414,0.392,163.925,alternative r&b
2abHKI9Oox4NBEhOh3HMbq,1Bjmcy5hWGdGQ0zANfgIzh,4,01.01.11,day,Country Song,59,FALSE,Solo,6B5c4sch27tWHAGdarpPaW,Seether,1691053,73,band,229720,0,1,4,0.00115,0.63,0.86,0.00000119,0.231,-6.117,0.0327,0.911,95.978,alternative metal
46eHxWRKmtYhUHPDRgclt6,59Tni3gA1OczshFWTMxmbo,13,01.01.07,day,Careless Whisper,61,FALSE,Solo,6B5c4sch27tWHAGdarpPaW,Seether,1691053,73,band,296973,2,1,4,0.0000534,0.413,0.943,0.00487,0.068,-4.173,0.104,0.328,134.077,alternative metal
4dZ4iHhsqQAQ4em4abLB6C,59Tni3gA1OczshFWTMxmbo,6,01.01.07,day,Rise Above This,50,FALSE,Solo,6B5c4sch27tWHAGdarpPaW,Seether,1691053,73,band,203893,1,1,4,0.011,0.532,0.829,0.00000205,0.0802,-3.099,0.0327,0.264,120.009,alternative metal
4eAwB5pnKFTmsgc3zWoYO0,59Tni3gA1OczshFWTMxmbo,2,01.01.07,day,Fake It,72,TRUE,Solo,6B5c4sch27tWHAGdarpPaW,Seether,1691053,73,band,193893,8,1,4,0.00131,0.615,0.949,0.00000304,0.0585,-3.52,0.0549,0.586,131.985,alternative metal
5ynxx6zC4dgzsMHLYQ04Dc,1C5xrwfzgDM0hz7Kb035V3,2,01.01.05,day,Remedy,66,FALSE,Solo,6B5c4sch27tWHAGdarpPaW,Seether,1691053,73,band,207213,8,1,4,0.00018,0.546,0.959,0.00144,0.0584,-4.664,0.082,0.416,127.831,alternative metal
507bYMYfbm6sUS9iEAaeSd,1mMgrxFYBUMKANGbapmXxi,20,01.01.04,day,Broken,67,FALSE,Collaboration,6B5c4sch27tWHAGdarpPaW,Seether,1691053,73,band,258333,3,0,4,0.0102,0.448,0.61,0.000491,0.135,-2.695,0.0342,0.214,123.762,alternative metal
0c7wqpBLOTFr1yb70LHGFM,4rG0MhkU6UojACJxkMHIXB,5,17.06.11,day,Pause,43,FALSE,Solo,0TnOYISbd1XYRBk9myaseg,Pitbull,7167897,86,rapper,180267,1,1,4,0.000153,0.833,0.921,0.000195,0.325,-5.455,0.16,0.511,127.92,dance pop
6Rb0ptOEjBjPPQUlQtQGbL,00zN65JStpVnpJn9ckMsQI,8,28.08.09,day,Hotel Room Service,65,FALSE,Solo,0TnOYISbd1XYRBk9myaseg,Pitbull,7167897,86,rapper,237640,1,1,4,0.00705,0.851,0.629,0.000372,0.0746,-8.385,0.175,0.789,125.984,dance pop
5RzFJd6W40SDTyZkX6xx45,00zN65JStpVnpJn9ckMsQI,3,28.08.09,day,I Know You Want Me (Calle Ocho),66,FALSE,Solo,0TnOYISbd1XYRBk9myaseg,Pitbull,7167897,86,rapper,237120,9,1,4,0.0133,0.82,0.731,0.0000194,0.131,-6.02,0.159,0.793,127.076,dance pop
6r9uMZ7NBaMO1ovylcJZI4,00zN65JStpVnpJn9ckMsQI,2,28.08.09,day,Shut It Down,45,TRUE,Collaboration,0TnOYISbd1XYRBk9myaseg,Pitbull,7167897,86,rapper,226093,9,0,4,0.0059,0.754,0.693,0.00000159,0.0515,-6.483,0.0844,0.411,128.062,dance pop
3b2Dm0jdnbiD29SLROeLkU,7rOcmdW8dWxlScy6AUgjI8,8,31.10.06,day,Ay Chico (Lengua Afuera),37,TRUE,Solo,0TnOYISbd1XYRBk9myaseg,Pitbull,7167897,86,rapper,205600,6,0,4,0.0194,0.94,0.692,0.000455,0.0453,-5.48,0.253,0.875,117.987,dance pop
2cZ5ACJfBj2uAXARdHpjAW,7m9AYxqeFPagkaqlg6WE0J,7,27.11.07,day,The Anthem,50,TRUE,Collaboration,0TnOYISbd1XYRBk9myaseg,Pitbull,7167897,86,rapper,245055,10,0,4,0.00459,0.793,0.781,0.00000168,0.0846,-4.277,0.186,0.883,123.996,dance pop
1HTN2lX8X87qmMXTtI9FDL,4phhDFemofc0OpqV7SAMov,3,29.05.12,day,Go Girl,45,TRUE,Collaboration,0TnOYISbd1XYRBk9myaseg,Pitbull,7167897,86,rapper,229669,8,1,4,0.145,0.986,0.597,0.00000218,0.197,-6.809,0.308,0.761,115.004,dance pop
1mX6SYJ1ZpcoxQUiER8wOI,2wPnKggTK3QhYAKL7Q0vvr,4,05.11.10,day,SING,57,FALSE,Solo,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,4151746,79,band,270387,2,1,4,0.000233,0.606,0.942,0.00000707,0.106,-3.618,0.0357,0.373,110.98,emo
5BB0Jzw60KyfSTyjJqtely,2wPnKggTK3QhYAKL7Q0vvr,2,05.11.10,day,Na Na Na (Na Na Na Na Na Na Na Na Na),65,TRUE,Solo,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,4151746,79,band,205960,8,0,4,0.000264,0.411,0.986,0.00148,0.371,-2.522,0.0583,0.649,165.981,emo
7j31rVgGX9Q2blT92VBEA0,0FZK97MXMm5mUQ8mtudjuK,11,23.10.06,day,Teenagers,74,FALSE,Solo,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,4151746,79,band,161920,4,1,4,0.0506,0.463,0.857,0,0.184,-3.063,0.0632,0.856,111.647,emo
2d6m2F4I7wCuAKtSsdhh83,0FZK97MXMm5mUQ8mtudjuK,13,23.10.06,day,Famous Last Words,67,FALSE,Solo,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,4151746,79,band,299227,2,0,4,0.000321,0.467,0.883,0.000152,0.125,-3.679,0.106,0.309,122.252,emo
5wQnmLuC1W7ATsArWACrgW,0FZK97MXMm5mUQ8mtudjuK,5,23.10.06,day,Welcome to the Black Parade,74,FALSE,Solo,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,4151746,79,band,311107,2,1,4,0.000289,0.217,0.905,0.00011,0.222,-4.103,0.0752,0.236,96.95,emo
1yKAqZoi8xWGLCf5vajroL,3DuiGV3J09SUhvp8gqNx8h,6,08.06.04,day,The Ghost of You,63,FALSE,Solo,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,4151746,79,band,194253,11,0,4,0.0286,0.202,0.886,0,0.643,-3.805,0.0816,0.192,145.781,emo
7lRlq939cDG4SzWOF4VAnd,3DuiGV3J09SUhvp8gqNx8h,5,08.06.04,day,I`m Not Okay (I Promise),70,TRUE,Solo,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,4151746,79,band,186480,9,1,4,0.00602,0.21,0.94,0,0.269,-3.427,0.123,0.255,179.722,emo
7KwJ9CbrUqd7Zu1rmhqW9G,0tQphSItRWzXxwFnwpUQjN,11,01.01.11,day,Look It Up,14,FALSE,Solo,43eAoOm70bzBUNs4JKP5nE,Ashton Shepherd,37356,32,singer,178880,5,0,4,0.221,0.727,0.712,0,0.0569,-6.039,0.0541,0.661,89.968,contemporary country
6VWUOFXGwH1OgyPrfRONrn,7co2UrRxl2TBgj3BCXIvnC,11,25.05.12,day,Bring It Back,54,TRUE,Solo,6z1cicLMt9XArxN10q7m8a,Travis Porter,579559,62,band,217907,11,0,4,0.116,0.944,0.76,0,0.113,-4.355,0.0851,0.545,98.001,atl hip hop
50p9gmJMwsz3zyAwoF0FEv,7co2UrRxl2TBgj3BCXIvnC,12,25.05.12,day,Make It Rain,50,TRUE,Solo,6z1cicLMt9XArxN10q7m8a,Travis Porter,579559,62,band,239493,1,0,4,0.078,0.926,0.69,0,0.228,-4.327,0.175,0.387,128.952,atl hip hop
2c5Isyd07hWsl7AQia2Dig,5abCMGtyHwpOr9cEbwfP1P,2,01.01.11,day,Fast Lane,67,TRUE,Solo,77IURH5NC56Jn09QHi76is,Bad Meets Evil,831331,64,rapper,249560,1,1,4,0.0464,0.637,0.861,0,0.247,-3.781,0.325,0.382,173.838,detroit hip hop
5I6YA7oHtraxwWQzzCugDt,3BBRkEHu6nmOVs7juIJ1KN,7,01.01.10,day,You Be Killin Em,52,TRUE,Solo,0YWxKQj2Go9CGHCp77UOyy,Fabolous,1272079,74,rapper,209693,6,0,4,0.444,0.664,0.909,0,0.525,-3.552,0.22,0.557,93.977,dance pop
6c0GmyBsE7mQtrVvxJaWc3,6umODQfij1WhoGDhc7UCL8,6,01.01.09,day,Throw It In The Bag,57,TRUE,Collaboration,0YWxKQj2Go9CGHCp77UOyy,Fabolous,1272079,74,rapper,231573,11,0,4,0.165,0.852,0.559,0,0.0761,-7.441,0.0376,0.673,86.018,dance pop
0YkJU6TjjwzsVXUPRIO0DB,6t5g3iBwXlDWXhSZbDonrJ,4,01.01.07,day,Make Me Better,59,TRUE,Collaboration,0YWxKQj2Go9CGHCp77UOyy,Fabolous,1272079,74,rapper,253573,11,1,4,0.291,0.605,0.614,0,0.209,-6.745,0.0967,0.573,86.491,dance pop
2FSQYGTyk8GTIaiRyAWu74,6t5g3iBwXlDWXhSZbDonrJ,5,01.01.07,day,Baby Don`t Go,43,TRUE,Collaboration,0YWxKQj2Go9CGHCp77UOyy,Fabolous,1272079,74,rapper,216653,1,1,4,0.0947,0.84,0.68,0,0.118,-6.475,0.116,0.498,99.734,dance pop
0BAUo3Y2wyxtcArALvI1NI,6t5g3iBwXlDWXhSZbDonrJ,10,01.01.07,day,Diamonds,29,TRUE,Collaboration,0YWxKQj2Go9CGHCp77UOyy,Fabolous,1272079,74,rapper,256720,11,0,3,0.0806,0.473,0.743,0,0.343,-5.971,0.374,0.364,125.093,dance pop
6lrRIfQDcikJ5y5DtyZPuJ,46tIBaFs0Ov0HJsCDrq1Kl,5,01.02.03,day,Can`t Let You Go (feat. Mike Shorey & Lil` Mo),61,TRUE,Collaboration,0YWxKQj2Go9CGHCp77UOyy,Fabolous,1272079,74,rapper,223973,9,1,4,0.231,0.646,0.6,0,0.0794,-6.569,0.458,0.811,192.082,dance pop
6h7PQQIUQSNSAWqRe98MBU,46tIBaFs0Ov0HJsCDrq1Kl,19,01.02.03,day,Trade It All PT2 (feat. P. Diddy & Jagged Edge),49,TRUE,Collaboration,0YWxKQj2Go9CGHCp77UOyy,Fabolous,1272079,74,rapper,275267,1,0,4,0.029,0.819,0.778,0,0.215,-5.839,0.21,0.779,96.72,dance pop
0yHConG49418wPs8UfAt44,46tIBaFs0Ov0HJsCDrq1Kl,20,01.02.03,day,Into You (feat. Tamia),65,TRUE,Collaboration,0YWxKQj2Go9CGHCp77UOyy,Fabolous,1272079,74,rapper,295773,7,0,4,0.233,0.546,0.538,0,0.118,-7.886,0.0523,0.58,182.12,dance pop
2Adn2LNgkHMH5TelQVAu4n,7lRRlf0zRaSki9s3YVRHcZ,2,01.01.10,day,Pretty Girl Rock,63,FALSE,Solo,63wjoROpeh5f11Qm93UiJ1,Keri Hilson,1079699,69,singer,243920,11,0,4,0.203,0.666,0.87,0,0.0851,-5.004,0.246,0.9,160.014,dance pop
1Ne9ZxBhUGwRVLHxzr7SnD,4ujRfwvBeflZJ7tzzA0XBJ,13,01.01.09,day,Energy - Main Final,45,FALSE,Solo,63wjoROpeh5f11Qm93UiJ1,Keri Hilson,1079699,69,singer,209840,6,1,4,0.0788,0.427,0.767,0,0.095,-5.783,0.143,0.651,76.711,dance pop
5FmozEXMXttaTyrjtxuLoS,4ujRfwvBeflZJ7tzzA0XBJ,2,01.01.09,day,Turnin Me On - Original Clean,44,FALSE,Collaboration,63wjoROpeh5f11Qm93UiJ1,Keri Hilson,1079699,69,singer,247800,1,1,4,0.0034,0.675,0.602,0.0000128,0.199,-4.688,0.0596,0.092,159.994,dance pop
2CEgGE6aESpnmtfiZwYlbV,0eGvq1J5Ke7VlLLOYIlY4k,1,01.01.10,day,Dynamite,73,FALSE,Solo,6MF9fzBmfXghAz953czmBC,Taio Cruz,1580770,73,singer,202613,4,1,4,0.00379,0.751,0.783,0,0.036,-3.724,0.0859,0.816,119.975,dance pop
7ElF5zxOwYP4qVSWVvse3W,0eGvq1J5Ke7VlLLOYIlY4k,2,01.01.10,day,Break Your Heart,69,FALSE,Solo,6MF9fzBmfXghAz953czmBC,Taio Cruz,1580770,73,singer,201547,3,1,4,0.0327,0.607,0.934,0,0.0909,-4.217,0.0314,0.568,122.01,dance pop
00qyVgLK2j92HYoFaNCnVD,0eGvq1J5Ke7VlLLOYIlY4k,3,01.01.10,day,Dirty Picture,42,FALSE,Collaboration,6MF9fzBmfXghAz953czmBC,Taio Cruz,1580770,73,singer,218853,1,1,4,0.016,0.714,0.669,0,0.11,-6.461,0.0723,0.54,119.923,dance pop
1hiIyiFaVmFvYKDnEWGzvb,6tRJWFLsUW4HuiXHlOSnwf,8,01.01.10,day,Little Miss,43,FALSE,Solo,0hYxQe3AK5jBPCr5MumLHD,Sugarland,1001985,65,duo,271267,11,1,5,0.0959,0.351,0.797,0.0000412,0.157,-4.286,0.0379,0.243,129.14,contemporary country
0JcKdUGNR7zI4jJDLyYXbi,6tRJWFLsUW4HuiXHlOSnwf,3,01.01.10,day,Stuck Like Glue,62,FALSE,Solo,0hYxQe3AK5jBPCr5MumLHD,Sugarland,1001985,65,duo,247587,1,1,4,0.329,0.702,0.795,0,0.0505,-4.764,0.0568,0.836,83.961,contemporary country
3X3f9HuzopmSjEEF7BApar,75lIR4lwBkSh39CpLdi8hb,4,01.01.08,day,Joey,24,FALSE,Solo,0hYxQe3AK5jBPCr5MumLHD,Sugarland,1001985,65,duo,242093,7,1,4,0.00105,0.52,0.713,0.000448,0.117,-4.69,0.0404,0.291,121.983,contemporary country
1I66zFfRohnb8kwJV3vrV4,75lIR4lwBkSh39CpLdi8hb,2,01.01.08,day,It Happens,46,FALSE,Solo,0hYxQe3AK5jBPCr5MumLHD,Sugarland,1001985,65,duo,181253,8,1,4,0.0071,0.635,0.742,0.000027,0.0774,-3.77,0.0505,0.725,89.974,contemporary country
6Gd842MwS4ySeBdQTU09sh,75lIR4lwBkSh39CpLdi8hb,7,01.01.08,day,Already Gone,42,FALSE,Solo,0hYxQe3AK5jBPCr5MumLHD,Sugarland,1001985,65,duo,275867,1,1,3,0.204,0.313,0.613,0.0000188,0.146,-5.726,0.0322,0.373,154.775,contemporary country
1mJ05BN0So26a14iib85aI,75lIR4lwBkSh39CpLdi8hb,1,01.01.08,day,All I Want To Do,53,FALSE,Solo,0hYxQe3AK5jBPCr5MumLHD,Sugarland,1001985,65,duo,213360,9,1,4,0.245,0.705,0.71,0.0000169,0.154,-4.894,0.0675,0.735,97.031,contemporary country
4MSnF5Ajr8P0LqC4Zd66DH,7KkRJXCi3M2XtVMT7qa7Ib,5,01.01.04,day,Just Might (Make Me Believe),40,FALSE,Solo,0hYxQe3AK5jBPCr5MumLHD,Sugarland,1001985,65,duo,247800,1,1,4,0.111,0.478,0.529,0.00000217,0.109,-5.164,0.0265,0.294,139.802,contemporary country
3C3oknuBLo3jxhmRk67glu,7KkRJXCi3M2XtVMT7qa7Ib,1,01.01.04,day,Something More,51,FALSE,Solo,0hYxQe3AK5jBPCr5MumLHD,Sugarland,1001985,65,duo,216733,4,1,4,0.313,0.59,0.85,0,0.116,-4.419,0.0582,0.415,102.265,contemporary country
05kpDKj3MNFtZOlKkfurGG,13VhZ66dgtBImpDMtlrllb,6,25.03.11,day,Walking,39,FALSE,Solo,12Kgt2eahvxNWhD5PnSUde,Mary Mary,278532,57,duo,200187,6,0,4,0.13,0.759,0.546,0.000194,0.192,-6.071,0.115,0.584,100.085,gospel
5siee1e4lz8uF51OokjglA,2CW02evpO85vRxOSYx7zcP,4,25.04.00,day,Shackles (Praise You),55,FALSE,Solo,12Kgt2eahvxNWhD5PnSUde,Mary Mary,278532,57,duo,196240,7,1,4,0.0313,0.79,0.68,0,0.194,-7.807,0.153,0.813,100.442,gospel
3rDfh2uI7DaBUAaBgaUkqH,23LR8N12ysxKiIgxPiaare,4,11.03.11,day,The Story,52,FALSE,Solo,369G5DRwe0MjvyOoyyVXGN,Sara Ramirez,26111,44,singer,225347,11,1,4,0.0438,0.504,0.41,0.00123,0.108,-5.86,0.0288,0.134,98.022,hollywood
3eFepXGITXNDXXHUNqouxi,2jVxhH1xg6EIc87rGM1Ogt,4,01.01.11,day,Shake Me Down,51,FALSE,Solo,26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant,1644004,79,band,211373,9,1,4,0.00463,0.457,0.613,0.000441,0.0711,-5.756,0.0295,0.132,105.11,garage rock
2pey6ClOaWssXa4tVBGVJP,4TFhalupYRi7zOHbF3ZCW2,1,28.01.11,day,Wildflower,38,FALSE,Solo,1OEqn1sz93LEk4xqzq4tBe,the JaneDear girls,25694,33,duo,163453,6,0,4,0.00217,0.692,0.858,0.0000485,0.358,-4.354,0.03,0.69,125.944,contemporary country
0xM8GcOTYlxy9ERBV8Ksx1,0h9YfjL8ThHExpJcxHw6bj,10,01.01.11,day,Lay It Down,44,TRUE,Solo,1Xfmvd48oOhEWkscWyEbh9,Lloyd,1165971,69,singer,240120,1,0,4,0.0252,0.523,0.792,0,0.0811,-5.033,0.0654,0.583,156.036,dance pop
7lurcq2Yw96B1K0KOJAHxg,317R21F7calEn6gpLnHEkb,3,01.01.04,day,Southside,59,FALSE,Collaboration,1Xfmvd48oOhEWkscWyEbh9,Lloyd,1165971,69,singer,277840,9,0,3,0.407,0.627,0.411,0,0.0815,-9.476,0.152,0.458,74.94,dance pop
5Y77SQxEr1eiofPeUTPHxM,6Lq7nLkIq7C0zVJp0OGSGO,2,01.01.07,day,You,69,FALSE,Collaboration,1Xfmvd48oOhEWkscWyEbh9,Lloyd,1165971,69,singer,273133,5,0,5,0.107,0.565,0.873,0,0.332,-5.906,0.434,0.755,130.422,dance pop
6fju5NbZznZRZDfP7mpZ56,0WBhysjafwp742siZkMzZ2,2,01.01.08,day,Girl`s Around The World - Radio Version,41,FALSE,Collaboration,1Xfmvd48oOhEWkscWyEbh9,Lloyd,1165971,69,singer,229800,7,1,4,0.0247,0.732,0.84,0.000407,0.126,-8.654,0.0991,0.609,97.601,dance pop
1OUxBM6TphEnDh4EQkNRv1,7FplR3lBJRouGVp8ltKk0M,4,01.01.10,day,Rhythm Of Love,53,FALSE,Solo,1g1yxsNVPhMUl9GrMjEb2o,Plain White T`s,697502,71,band,200200,8,1,4,0.363,0.531,0.549,0,0.118,-7.895,0.0378,0.681,171.781,neo mellow
4wlPXKxC2oeiYYPldZaR0s,7FplR3lBJRouGVp8ltKk0M,15,01.01.10,day,1 2 3 4,50,FALSE,Solo,1g1yxsNVPhMUl9GrMjEb2o,Plain White T`s,697502,71,band,198373,2,1,4,0.599,0.458,0.548,0.0000125,0.106,-7.1,0.0263,0.55,90.599,neo mellow
6uMPJ3NmW8FfqqNwqjUHrB,47S9ygE3AtE7r6qRdCEFFY,2,01.01.11,day,When You`re Young,46,FALSE,Solo,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2314826,74,band,256013,9,0,4,0.0234,0.458,0.774,0,0.108,-4.356,0.0316,0.2,76.996,alternative metal
6A1yZW5SLd9hpLZsG29hCQ,22S5arZONb8LdaURbpzpDR,5,01.01.12,day,Let Me Go,50,FALSE,Collaboration,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2314826,74,band,243053,1,0,4,0.025,0.468,0.859,0,0.103,-4.855,0.0366,0.531,92.048,alternative metal
3THdexHRmED4euIY91Zrxc,72olNArm75vOycSziqIX9Y,2,01.01.02,day,Away From The Sun,54,FALSE,Solo,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2314826,74,band,231787,0,1,4,0.0273,0.532,0.686,0,0.0903,-6.238,0.0254,0.304,131.962,alternative metal
3NLrRZoMF0Lx6zTlYqeIo4,72olNArm75vOycSziqIX9Y,6,01.01.02,day,Here Without You,73,FALSE,Solo,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2314826,74,band,238560,10,0,4,0.0537,0.536,0.55,0,0.134,-6.733,0.0248,0.234,144.018,alternative metal
3WbphvawbMZ8FyqDxYGdSQ,72olNArm75vOycSziqIX9Y,1,01.01.02,day,When I`m Gone,67,FALSE,Solo,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2314826,74,band,260507,7,1,4,0.00457,0.496,0.765,0,0.104,-5.66,0.033,0.337,74.072,alternative metal
3PbHle8KhJp6GuO1jLdEmQ,5gO2acKSOaJnP0Mcy8IpU6,5,2000,year,Be Like That,57,FALSE,Solo,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2314826,74,band,265907,7,1,4,0.00536,0.487,0.702,0.00000493,0.129,-6.043,0.0238,0.306,95.973,alternative metal
6ZOBP3NvffbU4SZcrnt1k6,5gO2acKSOaJnP0Mcy8IpU6,1,2000,year,Kryptonite,76,FALSE,Solo,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2314826,74,band,233933,11,0,4,0.00664,0.545,0.865,0.0000112,0.168,-5.708,0.0286,0.543,99.01,alternative metal
1aC1IBAETh2XYGOE8kCC6t,5gO2acKSOaJnP0Mcy8IpU6,2,2000,year,Loser,55,FALSE,Solo,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2314826,74,band,264800,6,0,4,0.0108,0.499,0.88,0.0000276,0.226,-6.424,0.0654,0.39,147.899,alternative metal
09jPXOz0LS0kpqmkQRaFPO,2Gq0ERke26yxdGuRvrqFTD,2,01.01.11,day,Help Is On The Way,56,FALSE,Solo,6Wr3hh341P84m3EI8qdn9O,Rise Against,1923129,76,band,237480,5,0,4,0.000123,0.336,0.951,0.00108,0.0333,-3.587,0.0707,0.596,108.043,alternative metal
7FFl1IHSsPWsfUCladsCl9,5b6T7m3DbNlWTwnaiuic2W,1,05.11.10,day,Stay The Night,58,FALSE,Solo,7KMqksf0UMdyA0UCf4R3ux,James Blunt,1966757,77,singer,216333,11,0,4,0.0159,0.528,0.886,0,0.0758,-6.249,0.0329,0.8,96.001,neo mellow
1BV0m40U0M4t1SLIsDnwZl,3obQJSWpREwvi19TTAvM5v,1,17.09.07,day,1973,65,FALSE,Solo,7KMqksf0UMdyA0UCf4R3ux,James Blunt,1966757,77,singer,280027,9,1,4,0.0652,0.72,0.668,0.00664,0.0789,-7.928,0.0269,0.768,123.007,neo mellow
0vg4WnUWvze6pBOJDTq99k,1ekaxA9Q5GzUPCepx4wzMF,2,08.08.05,day,You`re Beautiful,74,TRUE,Solo,7KMqksf0UMdyA0UCf4R3ux,James Blunt,1966757,77,singer,209493,0,0,4,0.633,0.675,0.479,0.0000176,0.088,-9.87,0.0278,0.454,81.998,neo mellow
13yEuYLJYxPCLJR0KNOqpk,1ekaxA9Q5GzUPCepx4wzMF,1,08.08.05,day,High,53,FALSE,Solo,7KMqksf0UMdyA0UCf4R3ux,James Blunt,1966757,77,singer,243280,10,1,4,0.259,0.541,0.602,0.00000137,0.125,-6.033,0.0257,0.446,81.32,neo mellow
