,popularity_song,explicit,song_type,name,followers,popularity_artist,artist_type,duration_ms,key,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
5878,61,0,0,1198,772094,67,1,268733,2,1,0.54,0.262,0.223,0.0,0.0948,-13.604,0.035,0.081,171.768
5879,65,0,0,1198,772094,67,1,257227,7,0,0.0186,0.486,0.563,4.77e-05,0.074,-12.264,0.0334,0.678,105.538
5880,29,0,0,1198,772094,67,1,301200,2,1,0.0896,0.454,0.452,0.0,0.0894,-13.472,0.0306,0.45,67.856
5881,48,0,0,1198,772094,67,1,247373,2,0,0.0133,0.444,0.609,0.0,0.0636,-11.19,0.0366,0.78,124.005
5882,44,0,0,1198,772094,67,1,331867,2,1,0.133,0.375,0.462,0.000354,0.115,-13.534,0.0305,0.537,102.85
5883,63,0,0,1198,772094,67,1,367000,0,1,0.122,0.332,0.339,1.29e-06,0.0985,-15.5,0.0355,0.126,119.596
5884,29,0,0,1198,772094,67,1,240600,8,1,0.176,0.422,0.557,0.00346,0.387,-12.76,0.0366,0.676,120.711
5885,31,0,0,1198,772094,67,1,203333,7,1,0.32,0.329,0.76,1.09e-05,0.113,-12.994,0.0828,0.406,149.653
5886,18,0,0,1198,772094,67,1,225347,9,1,0.00533,0.254,0.921,0.000631,0.0687,-4.709,0.0644,0.648,177.077
5887,50,0,0,1198,772094,67,1,177680,7,1,0.186,0.395,0.675,0.0,0.0735,-6.57,0.0387,0.323,137.649
5888,58,0,0,1199,97872,52,1,227640,5,1,0.181,0.66,0.711,7.47e-06,0.0647,-10.211,0.0334,0.726,109.328
5889,39,0,0,1199,97872,52,1,234093,2,0,0.119,0.652,0.748,2.12e-06,0.287,-10.278,0.0306,0.802,135.684
5890,21,0,0,1200,871694,66,1,390307,9,1,0.184,0.518,0.82,1.53e-05,0.168,-7.988,0.0329,0.474,92.189
5891,35,0,0,1200,871694,66,1,292173,2,1,0.0405,0.572,0.834,0.000461,0.139,-5.754,0.0348,0.343,124.508
5892,42,0,0,1200,871694,66,1,289733,11,0,0.195,0.593,0.887,0.00047,0.332,-7.359,0.0318,0.669,118.402
