,popularity_song,explicit,song_type,name,followers,popularity_artist,artist_type,duration_ms,key,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
1290,72,0,0,158,4565882,80,1,216013,5,1,0.0098,0.602,0.923,0.0,0.0561,-3.763,0.044,0.765,136.01
1291,69,0,0,158,4565882,80,1,267653,4,1,0.144,0.452,0.563,0.0,0.143,-6.607,0.0272,0.209,137.715
1292,53,0,0,158,4565882,80,1,230440,8,1,0.00019,0.417,0.945,8.63e-05,0.2,-3.703,0.0805,0.607,164.997
1293,65,0,0,158,4565882,80,1,218627,11,0,0.00109,0.522,0.964,0.000389,0.0387,-2.645,0.095,0.51,170.944
1294,61,0,0,158,4565882,80,1,220480,8,1,9.43e-05,0.528,0.831,0.0,0.141,-3.607,0.0429,0.632,131.094
1295,61,0,0,158,4565882,80,1,189373,1,0,0.000218,0.631,0.793,5.65e-05,0.0976,-4.086,0.0468,0.648,136.96
1296,69,0,0,158,4565882,80,1,211520,1,1,0.00272,0.517,0.906,9.26e-06,0.113,-3.677,0.0735,0.731,172.977
1297,66,0,0,159,2922365,78,1,243253,0,0,0.0231,0.392,0.825,2.25e-06,0.0972,-2.068,0.0535,0.482,98.959
1298,55,0,0,159,2922365,78,1,205973,0,1,0.0151,0.61,0.817,9.09e-06,0.0998,-4.775,0.0331,0.688,115.036
1299,64,0,0,159,2922365,78,1,247947,6,1,0.000284,0.591,0.935,0.000278,0.142,-2.664,0.0478,0.736,140.043
1300,70,0,0,159,2922365,78,1,195973,1,0,0.00107,0.765,0.837,1.06e-05,0.0801,-3.113,0.032,0.721,122.028
1301,51,0,0,159,2922365,78,1,249427,2,1,0.0531,0.639,0.938,0.0,0.617,-2.729,0.0433,0.886,112.012
1302,70,0,0,159,2922365,78,1,205453,0,1,0.834,0.461,0.267,2.03e-05,0.107,-8.514,0.0278,0.481,87.918
1303,43,0,0,159,2922365,78,1,232213,0,1,0.0031,0.458,0.831,0.0,0.337,-2.187,0.0654,0.572,81.531
1304,49,0,0,159,2922365,78,1,239040,6,1,0.0108,0.628,0.917,2.25e-06,0.306,-3.489,0.144,0.638,94.988
1305,81,0,0,159,2922365,78,1,216773,1,0,0.185,0.673,0.886,0.0,0.0826,-4.44,0.0431,0.795,97.012
1306,46,0,0,159,2922365,78,1,244640,0,1,0.086,0.506,0.663,0.0,0.118,-3.972,0.0259,0.498,80.299
1307,57,0,0,159,2922365,78,1,242200,3,1,0.0746,0.454,0.839,0.0,0.279,-5.368,0.0441,0.529,166.166
1308,22,0,0,159,2922365,78,1,161173,7,1,0.00029,0.6,0.802,0.0134,0.112,-3.795,0.0444,0.86,75.3
1309,65,0,0,160,17202908,85,2,240427,5,0,0.0189,0.596,0.838,1.54e-05,0.108,-6.52,0.0704,0.472,94.982
1310,69,0,0,160,17202908,85,2,223080,6,0,0.0415,0.69,0.524,3.16e-06,0.17,-8.39,0.103,0.562,164.023
1311,69,0,0,160,17202908,85,2,295493,5,0,0.336,0.481,0.451,0.0,0.0872,-6.095,0.0347,0.289,157.966
1312,70,0,0,160,17202908,85,2,290907,3,1,0.348,0.381,0.594,0.0,0.0925,-5.97,0.0486,0.273,143.86
1313,68,0,0,160,17202908,85,2,271800,4,1,0.882,0.587,0.283,0.0,0.149,-5.473,0.0279,0.343,141.961
1314,60,0,0,160,17202908,85,2,245427,2,1,0.891,0.396,0.305,0.0,0.169,-6.481,0.0387,0.251,165.398
1315,72,0,0,160,17202908,85,2,241693,2,0,0.00382,0.61,0.683,1.79e-06,0.125,-3.879,0.0253,0.466,108.003
1316,62,0,0,160,17202908,85,2,221427,7,0,0.637,0.618,0.753,0.0,0.0905,-5.05,0.0451,0.557,120.041
1317,75,0,0,160,17202908,85,2,285040,9,1,0.892,0.559,0.33,0.0,0.0975,-8.251,0.0285,0.285,135.109
1318,72,0,0,160,17202908,85,2,228293,8,1,0.131,0.729,0.756,0.0,0.0527,-5.119,0.0294,0.522,104.945
1319,64,0,0,160,17202908,85,2,250133,0,0,0.952,0.305,0.452,1.68e-05,0.129,-6.077,0.0293,0.21,79.83
1320,61,0,0,160,17202908,85,2,210507,5,0,0.312,0.621,0.473,0.0,0.11,-6.07,0.0251,0.325,80.027
1321,61,0,0,161,1975993,73,2,259280,0,1,0.861,0.425,0.372,0.0148,0.0733,-10.92,0.03,0.292,79.456
1322,59,0,0,161,1975993,73,2,240280,9,1,0.101,0.568,0.562,6.16e-05,0.363,-7.775,0.0418,0.247,133.647
1323,54,0,0,161,1975993,73,2,204387,6,1,0.0297,0.584,0.813,0.000197,0.272,-7.221,0.0582,0.774,95.081
1324,52,0,0,161,1975993,73,2,247827,10,1,0.0435,0.591,0.703,2.34e-06,0.145,-6.211,0.0256,0.402,95.993
1325,39,0,0,161,1975993,73,2,266947,0,1,0.12,0.392,0.741,1.34e-06,0.132,-4.01,0.0325,0.461,157.166
1326,64,0,0,161,1975993,73,2,177773,4,0,0.278,0.768,0.809,0.0,0.139,-4.204,0.0616,0.748,111.989
1327,50,0,0,161,1975993,73,2,197600,1,0,0.0205,0.541,0.911,0.00155,0.275,-3.6,0.0631,0.563,145.057
1328,57,0,0,161,1975993,73,2,253373,6,1,0.535,0.566,0.507,0.00619,0.107,-6.973,0.0279,0.141,158.119
1329,51,0,0,161,1975993,73,2,177867,8,1,0.0642,0.437,0.844,1.42e-06,0.124,-3.394,0.0381,0.493,155.066
1330,45,0,0,161,1975993,73,2,189440,8,1,0.0818,0.389,0.695,0.0,0.0698,-2.4,0.0348,0.778,167.968
1331,63,0,0,161,1975993,73,2,236627,5,1,0.575,0.515,0.3,8.46e-06,0.115,-8.005,0.0289,0.206,81.12
1332,47,0,0,161,1975993,73,2,287760,10,1,0.0499,0.35,0.777,0.000742,0.413,-4.33,0.0336,0.419,185.04
1333,51,0,0,161,1975993,73,2,208867,11,1,0.238,0.556,0.393,0.0,0.0979,-6.589,0.025,0.213,132.746
1334,48,0,0,161,1975993,73,2,245333,11,1,0.268,0.509,0.932,0.0,0.0615,-3.948,0.0667,0.675,138.722
1335,52,0,0,161,1975993,73,2,191693,0,1,0.153,0.333,0.907,0.0,0.395,-3.191,0.0959,0.353,187.826
1336,75,1,0,162,1002369,78,2,209640,5,0,0.17,0.941,0.335,0.0,0.262,-10.179,0.505,0.707,120.041
1337,62,0,0,163,1506871,69,1,263120,5,1,0.112,0.514,0.836,0.0,0.0878,-3.663,0.0381,0.501,143.888
1338,66,0,0,163,1506871,69,1,193320,0,1,0.842,0.5,0.225,0.0,0.112,-10.22,0.0302,0.355,173.788
1339,58,0,0,163,1506871,69,1,178840,9,1,0.103,0.591,0.959,0.0,0.779,-2.515,0.057,0.86,163.883
1340,45,0,0,163,1506871,69,1,221680,5,1,0.676,0.61,0.383,0.0,0.0949,-7.543,0.0322,0.164,137.766
1341,50,0,0,163,1506871,69,1,223573,3,0,0.0459,0.739,0.696,9.61e-05,0.107,-5.149,0.0247,0.492,97.004
1342,62,0,0,163,1506871,69,1,212320,9,1,0.413,0.721,0.819,0.0,0.196,-5.715,0.0269,0.867,96.02
1343,50,0,0,163,1506871,69,1,186240,10,1,0.13,0.667,0.878,0.0,0.16,-4.797,0.0445,0.816,107.024
1344,42,0,0,163,1506871,69,1,260627,8,1,0.118,0.55,0.514,0.0,0.0906,-7.348,0.0265,0.311,138.105
1345,63,0,0,163,1506871,69,1,272347,9,1,0.211,0.41,0.78,0.0,0.48,-5.391,0.0332,0.695,88.016
1346,53,0,0,164,1553812,72,2,229338,2,1,0.539,0.347,0.632,0.00226,0.121,-6.998,0.0381,0.285,74.257
1347,33,0,0,164,1553812,72,2,281453,6,1,0.313,0.563,0.722,0.0,0.393,-5.252,0.0407,0.801,150.039
1348,33,0,0,164,1553812,72,2,316987,4,1,0.0771,0.431,0.876,1.81e-05,0.0998,-6.109,0.0658,0.519,160.0
1349,43,0,0,164,1553812,72,2,266147,4,1,0.0325,0.56,0.965,0.000984,0.43,-3.67,0.0472,0.771,113.633
1350,49,0,0,164,1553812,72,2,311640,2,1,0.126,0.507,0.669,0.000263,0.111,-5.104,0.0275,0.484,88.525
1351,46,0,0,164,1553812,72,2,268187,2,1,0.422,0.545,0.522,0.0,0.119,-9.241,0.0341,0.446,164.869
1352,49,0,0,164,1553812,72,2,248787,2,1,0.104,0.494,0.599,0.0,0.0882,-6.836,0.0316,0.457,163.729
1353,45,0,0,164,1553812,72,2,289413,7,1,0.0882,0.557,0.856,0.0326,0.681,-5.294,0.0687,0.846,133.527
1354,46,0,0,164,1553812,72,2,241680,4,1,0.302,0.446,0.947,0.000692,0.0979,-6.594,0.052,0.88,176.798
1355,56,0,0,164,1553812,72,2,206720,2,1,0.294,0.448,0.824,3.81e-05,0.662,-5.508,0.0478,0.463,185.217
1356,50,0,0,164,1553812,72,2,221067,9,1,0.245,0.558,0.551,4.19e-06,0.231,-6.333,0.0263,0.347,78.374
1357,43,0,0,164,1553812,72,2,223400,0,1,0.379,0.643,0.837,8.76e-06,0.18,-4.535,0.0316,0.787,123.777
1358,51,0,0,164,1553812,72,2,225680,9,1,0.385,0.596,0.465,0.0,0.106,-8.511,0.0253,0.141,73.013
1359,45,0,0,164,1553812,72,2,282227,9,1,0.105,0.476,0.443,7.97e-06,0.123,-7.563,0.0282,0.165,72.888
1360,63,0,1,164,1553812,72,2,259453,2,1,0.74,0.587,0.35,0.0,0.156,-10.954,0.0318,0.17,74.479
1361,53,0,0,164,1553812,72,2,261920,5,1,0.00493,0.562,0.825,0.000629,0.57,-5.794,0.0269,0.694,97.54
1362,50,0,0,164,1553812,72,2,274200,4,1,0.0721,0.487,0.938,2.63e-05,0.522,-5.466,0.0533,0.733,157.795
1363,42,0,0,164,1553812,72,2,351453,7,1,0.0327,0.516,0.86,0.000131,0.162,-5.856,0.0319,0.43,141.702
1364,61,0,0,164,1553812,72,2,321640,0,1,0.512,0.493,0.643,2.42e-05,0.209,-5.19,0.0299,0.3,144.717
1365,50,0,0,164,1553812,72,2,272587,0,1,0.0846,0.548,0.617,5.09e-05,0.113,-7.093,0.0283,0.339,76.371
1366,62,0,0,164,1553812,72,2,266920,0,1,0.569,0.355,0.478,2.9e-06,0.194,-8.323,0.0335,0.269,102.971
1367,51,0,0,164,1553812,72,2,290933,11,1,0.373,0.552,0.754,3.02e-05,0.208,-5.888,0.0302,0.595,141.671
1368,52,0,1,164,1553812,72,2,247053,0,1,0.619,0.52,0.379,1.85e-06,0.108,-9.906,0.0279,0.208,85.934
1369,34,0,0,164,1553812,72,2,377867,7,1,0.286,0.472,0.29,7.22e-05,0.287,-10.238,0.0257,0.0906,93.694
1370,42,0,0,164,1553812,72,2,202933,9,1,0.093,0.616,0.758,0.0,0.132,-8.43,0.0434,0.447,141.495
1371,39,0,0,164,1553812,72,2,247173,0,1,0.332,0.6,0.44,0.0,0.148,-10.79,0.0291,0.381,80.334
1372,37,0,0,164,1553812,72,2,200160,0,1,0.0271,0.622,0.942,2.36e-05,0.326,-9.469,0.0385,0.844,117.173
1373,34,0,0,164,1553812,72,2,224267,4,1,0.462,0.544,0.435,0.0,0.106,-9.927,0.0265,0.152,72.981
1374,40,0,1,164,1553812,72,2,324587,5,1,0.0782,0.603,0.849,0.000505,0.0986,-6.527,0.0647,0.667,122.557
1375,71,1,0,165,2036298,85,2,245604,1,0,0.114,0.638,0.6,0.0,0.187,-5.84,0.0438,0.0399,101.981
1376,71,1,0,166,930532,79,2,217603,0,1,0.0584,0.617,0.567,0.0,0.0933,-4.188,0.0828,0.505,90.246
1377,71,0,0,167,8750718,86,2,272743,10,1,0.487,0.527,0.366,0.0023,0.11,-10.943,0.0277,0.234,98.994
1378,65,1,0,167,8750718,86,2,257573,11,0,0.244,0.536,0.486,0.00788,0.12,-11.067,0.0346,0.0968,131.988
1379,65,0,0,167,8750718,86,2,256760,6,0,0.194,0.527,0.591,0.0194,0.0907,-7.664,0.0396,0.461,123.167
1380,62,0,0,167,8750718,86,2,251480,0,1,0.278,0.144,0.541,1.01e-05,0.101,-7.076,0.038,0.0899,79.262
1381,62,0,0,167,8750718,86,2,342093,2,0,0.554,0.262,0.482,0.0161,0.244,-6.863,0.0302,0.0878,137.918
1382,65,0,0,168,4650647,83,2,210293,8,1,0.591,0.488,0.762,0.0,0.0763,-3.842,0.0865,0.709,123.889
1383,83,0,0,168,4650647,83,2,269560,8,1,0.922,0.422,0.264,0.0,0.132,-7.064,0.0322,0.331,119.93
1384,63,0,0,168,4650647,83,2,252653,11,0,0.129,0.456,0.342,0.0,0.124,-8.162,0.0283,0.224,84.087
1385,60,0,0,168,4650647,83,2,235667,7,1,0.0457,0.69,0.572,0.0,0.0969,-6.131,0.0264,0.375,111.919
1386,66,0,0,168,4650647,83,2,281467,10,1,0.929,0.469,0.132,0.0,0.0873,-14.001,0.0807,0.36,67.011
1387,52,0,0,168,4650647,83,2,210867,7,1,0.0347,0.661,0.796,0.0,0.396,-4.776,0.0833,0.657,87.982
1388,55,0,1,168,4650647,83,2,284187,9,0,0.0912,0.622,0.882,0.0,0.216,-5.59,0.119,0.762,77.506
1389,64,0,0,169,1933249,76,2,202661,0,1,0.0253,0.598,0.496,0.00132,0.12,-9.309,0.0804,0.725,128.06
1390,62,1,0,170,475917,65,1,213695,8,0,0.106,0.69,0.663,0.0,0.0659,-5.248,0.0352,0.285,122.041
1391,80,0,0,171,1479190,79,2,260285,1,1,0.839,0.682,0.173,3.26e-05,0.0983,-8.749,0.0314,0.236,112.663
1392,73,0,0,172,776942,72,1,213707,10,0,0.579,0.489,0.505,0.000333,0.104,-8.022,0.117,0.337,163.255
1393,63,0,0,173,473208,71,1,193253,8,1,0.00609,0.636,0.836,0.000157,0.0828,-3.004,0.0427,0.715,139.956
1394,54,0,0,173,473208,71,1,233133,9,0,0.00375,0.77,0.801,0.00281,0.0515,-4.182,0.0336,0.725,130.76
1395,53,0,0,174,215320,66,2,170093,3,1,0.0252,0.528,0.928,2.88e-06,0.0467,-5.743,0.0456,0.885,162.069
1396,62,0,0,174,215320,66,2,236787,11,1,0.0352,0.488,0.833,0.0172,0.34,-6.571,0.0437,0.751,174.006
1397,69,0,0,175,662396,78,2,198001,0,1,0.548,0.828,0.56,3.66e-05,0.15,-6.685,0.0327,0.872,122.054
1398,69,0,0,175,662396,78,2,199263,9,1,0.0324,0.752,0.775,0.0,0.351,-7.289,0.0546,0.595,122.014
1399,65,0,0,176,3987452,86,2,212320,7,1,0.623,0.718,0.583,0.000662,0.0612,-7.884,0.0288,0.422,119.97
1400,63,0,0,176,3987452,86,2,253493,8,1,0.15,0.719,0.665,0.00092,0.144,-8.589,0.0331,0.763,96.999
1401,60,0,0,176,3987452,86,2,257387,7,1,0.521,0.658,0.475,0.0067,0.176,-11.703,0.0292,0.685,153.851
1402,56,0,0,176,3987452,86,2,228173,2,1,0.0736,0.52,0.559,0.349,0.116,-9.615,0.0254,0.254,146.944
1403,64,0,0,176,3987452,86,2,250373,5,1,0.435,0.681,0.593,0.000117,0.106,-9.327,0.0251,0.731,115.058
1404,64,0,0,176,3987452,86,2,269720,2,1,0.191,0.624,0.554,0.00131,0.299,-8.113,0.0225,0.311,97.031
1405,67,0,0,176,3987452,86,2,175480,2,1,0.267,0.584,0.509,0.00252,0.36,-13.109,0.0287,0.367,90.457
1406,64,0,0,176,3987452,86,2,245747,0,1,0.557,0.608,0.351,0.00892,0.201,-9.316,0.03,0.157,135.976
1407,71,0,0,176,3987452,86,2,245827,7,1,0.731,0.764,0.326,0.0013,0.24,-9.883,0.0342,0.237,123.98
1408,73,0,0,176,3987452,86,2,201173,2,1,0.159,0.577,0.756,0.000232,0.249,-5.82,0.115,0.663,176.75
1409,67,0,0,176,3987452,86,2,237907,2,1,0.837,0.674,0.413,1.91e-05,0.098,-7.816,0.0274,0.503,124.895
1410,59,0,0,176,3987452,86,2,265960,4,1,0.0121,0.607,0.936,0.0418,0.309,-3.071,0.033,0.517,117.303
1411,75,0,0,176,3987452,86,2,249627,5,1,0.0206,0.647,0.729,0.0489,0.134,-6.251,0.0236,0.687,94.01
1412,64,0,0,176,3987452,86,2,231467,4,1,0.0383,0.668,0.739,0.0,0.13,-4.919,0.0308,0.571,131.918
1413,75,0,0,177,1707217,79,1,193547,0,1,0.178,0.389,0.665,0.000732,0.116,-6.169,0.0644,0.199,117.055
1414,72,0,0,177,1707217,79,1,195200,2,1,0.0144,0.526,0.862,0.0597,0.229,-6.003,0.0905,0.528,90.052
1415,53,0,0,178,2803823,77,2,213453,2,1,0.312,0.578,0.825,1.4e-05,0.0912,-4.693,0.0331,0.654,93.035
1416,66,0,0,178,2803823,77,2,259267,11,1,0.679,0.355,0.48,2.28e-06,0.12,-7.31,0.0282,0.137,100.956
1417,50,0,0,178,2803823,77,2,233973,8,1,0.29,0.675,0.791,0.0,0.485,-5.64,0.0383,0.943,141.217
1418,41,0,0,178,2803823,77,2,236493,7,1,0.119,0.46,0.898,4.16e-06,0.148,-4.585,0.0482,0.734,167.84
1419,25,0,0,178,2803823,77,2,260133,6,1,0.00559,0.5,0.836,7.28e-06,0.0883,-4.461,0.0337,0.415,153.962
1420,37,0,0,178,2803823,77,2,255480,7,1,0.0407,0.731,0.772,0.0,0.449,-4.559,0.0258,0.928,110.04
1421,31,0,0,178,2803823,77,2,236520,7,1,0.0114,0.525,0.776,0.0,0.117,-5.598,0.0321,0.413,127.046
1422,37,0,0,178,2803823,77,2,209013,7,1,0.108,0.615,0.92,0.0,0.102,-4.167,0.032,0.776,97.994
1423,49,0,0,178,2803823,77,2,201000,5,1,0.175,0.452,0.566,1.24e-05,0.0888,-5.964,0.0292,0.407,138.154
1424,46,0,0,178,2803823,77,2,277400,3,1,0.024,0.56,0.869,2.94e-06,0.136,-3.804,0.0387,0.519,136.001
1425,44,0,0,178,2803823,77,2,237120,4,1,0.206,0.48,0.621,0.0,0.134,-4.814,0.0372,0.713,207.676
1426,37,0,0,178,2803823,77,2,269893,7,1,0.0627,0.604,0.759,0.0,0.321,-4.822,0.0279,0.663,136.045
1427,44,0,0,178,2803823,77,2,244507,2,1,0.076,0.488,0.569,1.06e-06,0.0796,-7.323,0.0294,0.153,71.92
1428,45,0,0,178,2803823,77,2,296333,1,1,0.177,0.465,0.54,2.82e-06,0.106,-7.097,0.0277,0.234,75.88
1429,26,0,0,178,2803823,77,2,224147,1,1,0.261,0.413,0.612,0.000875,0.132,-6.625,0.0276,0.23,173.412
1430,48,0,0,178,2803823,77,2,235280,10,1,0.357,0.445,0.682,7.28e-06,0.109,-6.686,0.0289,0.631,181.64
1431,47,0,0,178,2803823,77,2,255973,0,1,0.13,0.472,0.588,0.0,0.151,-8.374,0.0254,0.314,75.999
1432,34,0,0,178,2803823,77,2,241427,1,0,0.0865,0.595,0.792,0.0,0.0769,-6.979,0.0286,0.536,119.8
1433,34,0,0,178,2803823,77,2,242427,9,1,0.0446,0.63,0.877,0.0,0.113,-4.106,0.0321,0.758,112.051
1434,39,0,0,178,2803823,77,2,217067,4,1,0.212,0.463,0.819,0.000268,0.0599,-7.662,0.0357,0.591,183.998
1435,50,0,0,178,2803823,77,2,254600,2,1,0.00986,0.56,0.827,1.13e-05,0.328,-5.393,0.0266,0.639,89.93
1436,33,0,0,178,2803823,77,2,270107,2,1,0.195,0.545,0.498,0.0,0.169,-7.286,0.0266,0.363,127.604
1437,36,0,0,178,2803823,77,2,213893,7,1,0.133,0.554,0.815,0.0,0.0778,-7.954,0.0256,0.618,99.333
1438,36,0,0,178,2803823,77,2,281960,3,1,0.88,0.478,0.267,0.00017,0.197,-12.184,0.0305,0.289,71.334
1439,20,0,0,178,2803823,77,2,253640,10,1,0.0538,0.481,0.786,0.0,0.0759,-5.654,0.0288,0.389,153.105
1440,35,0,0,178,2803823,77,2,225027,1,1,0.322,0.477,0.86,0.0,0.313,-4.16,0.032,0.473,159.27
1441,31,0,0,178,2803823,77,2,316973,0,0,0.327,0.599,0.733,0.0,0.091,-6.182,0.0299,0.798,147.305
1442,52,0,0,178,2803823,77,2,252720,11,1,0.823,0.305,0.304,0.0,0.67,-8.383,0.0285,0.341,145.49
1443,32,0,0,178,2803823,77,2,239760,7,1,0.214,0.604,0.802,0.0,0.111,-3.995,0.0317,0.671,135.999
1444,29,0,0,178,2803823,77,2,201133,5,1,0.646,0.561,0.473,3.44e-06,0.298,-9.972,0.0263,0.444,106.994
1445,65,0,0,178,2803823,77,2,300333,7,1,0.492,0.416,0.546,0.0,0.0845,-7.728,0.0297,0.418,159.929
1446,27,0,0,178,2803823,77,2,279933,0,1,0.303,0.498,0.673,4.01e-05,0.0943,-4.589,0.0268,0.278,146.943
1447,42,0,0,178,2803823,77,2,276400,10,1,0.0924,0.517,0.608,0.0,0.0707,-7.206,0.0265,0.506,62.65
1448,42,0,0,178,2803823,77,2,235760,10,1,0.199,0.657,0.513,0.0,0.0994,-8.514,0.024,0.56,101.815
1449,47,0,0,178,2803823,77,2,217733,5,1,0.265,0.605,0.804,4.93e-06,0.345,-7.521,0.0363,0.601,98.866
1450,54,0,0,178,2803823,77,2,279867,9,1,0.12,0.444,0.484,0.0,0.135,-8.311,0.0289,0.263,147.715
1451,61,0,0,178,2803823,77,2,183733,5,1,0.378,0.507,0.85,0.0,0.0567,-5.679,0.0472,0.847,171.8
1452,60,0,0,178,2803823,77,2,201600,7,1,0.198,0.479,0.698,0.0,0.126,-7.914,0.0277,0.673,159.699
1453,64,0,0,178,2803823,77,2,205707,0,1,0.0196,0.643,0.961,0.0,0.948,-5.298,0.0315,0.96,124.027
1454,55,0,0,178,2803823,77,2,249360,0,1,0.279,0.439,0.454,0.0,0.123,-8.669,0.0308,0.354,204.263
1455,57,0,0,178,2803823,77,2,182120,9,1,0.0364,0.664,0.739,4.99e-05,0.282,-7.229,0.0415,0.759,110.101
1456,63,0,0,179,2334119,73,1,268960,10,1,0.454,0.321,0.377,0.0,0.338,-7.385,0.0361,0.367,119.483
1457,52,0,0,179,2334119,73,1,203373,11,0,0.302,0.497,0.312,0.0,0.0968,-9.088,0.0269,0.177,105.036
1458,44,0,0,179,2334119,73,1,255879,8,1,0.3,0.713,0.411,7.19e-05,0.0763,-8.24,0.0355,0.626,134.007
1459,41,0,0,180,1880380,76,2,194493,11,1,0.00556,0.915,0.498,0.000116,0.067,-10.435,0.102,0.555,95.852
1460,34,0,0,180,1880380,76,2,290067,0,1,0.139,0.606,0.798,0.000694,0.0928,-9.162,0.0492,0.432,172.545
1461,39,0,0,180,1880380,76,2,281333,10,1,0.0221,0.574,0.797,0.00574,0.086,-8.451,0.0312,0.213,127.856
1462,52,0,0,180,1880380,76,2,275333,5,1,0.168,0.394,0.274,8.55e-06,0.105,-14.314,0.031,0.166,116.801
1463,49,0,0,180,1880380,76,2,353360,5,1,0.606,0.233,0.313,2.71e-05,0.111,-11.371,0.0334,0.118,70.626
1464,47,0,0,180,1880380,76,2,340360,3,1,0.228,0.48,0.388,2.57e-05,0.0819,-10.702,0.0271,0.247,102.046
1465,58,0,1,180,1880380,76,2,238000,4,1,0.264,0.717,0.837,0.0,0.235,-5.49,0.0456,0.68,107.989
1466,52,0,0,180,1880380,76,2,243533,6,1,0.857,0.266,0.287,0.00898,0.105,-10.34,0.0333,0.15,99.148
1467,50,0,0,180,1880380,76,2,224933,1,1,0.0211,0.659,0.893,0.308,0.72,-8.324,0.076,0.756,98.262
1468,57,0,0,180,1880380,76,2,411147,1,0,0.314,0.534,0.415,0.000365,0.0847,-11.781,0.0278,0.188,173.561
1469,47,0,0,180,1880380,76,2,312212,9,0,0.178,0.757,0.536,0.0,0.981,-12.478,0.0329,0.844,106.003
1470,39,0,0,180,1880380,76,2,306120,1,0,0.0955,0.683,0.879,0.0828,0.448,-9.487,0.0459,0.702,97.062
1471,76,0,0,181,722903,78,2,175467,6,0,0.71,0.401,0.398,0.0,0.0962,-8.993,0.183,0.265,180.293
1472,64,0,0,182,1139634,72,2,226307,11,1,0.0972,0.531,0.746,0.0,0.102,-4.228,0.0329,0.304,139.788
1473,62,0,0,182,1139634,72,2,190173,7,1,0.0592,0.489,0.641,0.0,0.0857,-4.455,0.0282,0.303,136.095
1474,60,0,0,182,1139634,72,2,187587,6,1,0.254,0.523,0.834,0.0,0.393,-3.561,0.0281,0.445,92.99
1475,60,0,0,182,1139634,72,2,191907,2,1,0.042,0.432,0.738,0.0,0.119,-3.91,0.0309,0.503,153.712
1476,54,0,0,182,1139634,72,2,227987,10,1,0.103,0.45,0.795,0.0,0.166,-4.249,0.0355,0.364,151.884
1477,61,0,0,182,1139634,72,2,196747,9,1,0.511,0.576,0.849,3.89e-05,0.109,-3.057,0.0386,0.666,137.982
1478,61,1,0,183,2669206,82,2,235693,5,0,0.0266,0.66,0.698,0.0,0.296,-6.266,0.0467,0.396,120.959
1479,60,1,0,183,2669206,82,2,191720,6,1,0.226,0.827,0.702,5.04e-05,0.158,-7.264,0.267,0.694,130.02
1480,66,1,0,184,10193667,91,2,193748,9,0,0.1,0.756,0.766,0.0,0.313,-5.793,0.088,0.288,105.986
1481,71,1,0,184,10193667,91,2,135920,7,1,0.142,0.714,0.566,1.25e-06,0.57,-4.408,0.056,0.449,113.074
1482,70,1,0,184,10193667,91,2,196040,6,1,0.0602,0.474,0.741,0.0,0.115,-3.69,0.111,0.402,174.1
1483,64,1,0,184,10193667,91,2,130293,11,1,0.577,0.67,0.724,0.0,0.789,-4.141,0.361,0.285,145.105
1484,70,1,0,184,10193667,91,2,181573,10,1,0.0363,0.386,0.587,3.71e-06,0.332,-4.454,0.0519,0.0565,96.072
1485,68,1,0,184,10193667,91,2,320680,8,1,0.637,0.596,0.393,0.0,0.539,-8.714,0.383,0.36,107.425
1486,65,1,0,184,10193667,91,2,236120,9,0,0.313,0.667,0.423,0.0,0.193,-7.146,0.0822,0.156,125.116
1487,65,1,0,184,10193667,91,2,251573,6,0,0.268,0.445,0.746,0.00033,0.138,-6.281,0.456,0.121,170.612
1488,59,1,0,184,10193667,91,2,147240,1,1,0.593,0.837,0.562,0.0,0.104,-6.038,0.492,0.149,100.17
1489,67,1,0,184,10193667,91,2,229147,1,1,0.134,0.359,0.662,0.0,0.0907,-2.843,0.0466,0.288,152.096
1490,64,1,0,184,10193667,91,2,359800,2,0,0.385,0.415,0.681,0.0,0.101,-4.104,0.189,0.364,171.893
1491,72,1,0,184,10193667,91,2,188013,1,1,0.000954,0.775,0.823,0.0,0.144,-6.091,0.271,0.273,130.041
1492,60,1,0,184,10193667,91,2,256093,1,1,0.141,0.5,0.593,6.21e-06,0.0969,-4.34,0.0898,0.329,68.456
1493,72,1,0,184,10193667,91,2,299613,1,1,0.0796,0.541,0.803,1.71e-05,0.176,-3.284,0.0738,0.221,142.135
1494,76,1,0,184,10193667,91,2,292093,0,0,0.0162,0.543,0.915,0.0,0.744,-4.746,0.113,0.577,153.998
1495,63,1,0,184,10193667,91,2,280787,5,1,0.274,0.59,0.587,0.0,0.167,-5.919,0.0457,0.367,88.015
1496,68,1,1,184,10193667,91,2,378893,2,1,0.00244,0.628,0.692,0.013,0.668,-5.64,0.202,0.0964,124.791
1497,74,0,0,184,10193667,91,2,211000,10,0,0.0401,0.789,0.65,0.0,0.249,-6.16,0.121,0.617,87.983
1498,65,0,0,184,10193667,91,2,270307,1,0,0.0539,0.756,0.529,0.392,0.112,-7.659,0.0329,0.123,119.573
1499,63,0,1,184,10193667,91,2,238333,8,1,0.218,0.579,0.545,0.0913,0.0642,-8.354,0.0418,0.483,73.034
1500,52,0,1,184,10193667,91,2,258120,7,0,0.0735,0.668,0.441,0.0,0.103,-7.949,0.0338,0.158,124.598
1501,78,1,0,184,10193667,91,2,311867,10,0,0.00564,0.617,0.717,0.0,0.408,-7.858,0.153,0.49,103.992
